1	Can someone plz explain to me whhyy @apple is only distributing 2-3 phones per day to the sprint stores. I'm really ... http://t.co/uf9taK8f
0	@apple so why is the ios support for 2nd gen ipods discontinued? It is only 3 years old? Give us an ios update please!
0	Dear @Apple If I make love to iCloud will ALL THE THINGS have my babies?
0	Or hide it.. RT @LucasBlack: Dear @Apple.Re: Newsstand. Don't advertise magazines for free:they're NOT free.Alsoallow us to remove the app.
1	What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable.
0	I want Siri on my iPhone4 ! @apple
0	Does the iPhone4S no longer have that stupid 'network lost' pop up - possibly the most annoying thing ever that you cannot turn off @apple ?
0	The iPhone update has segregated my contacts between iPhone users and non-iPhone users. They just had to call out those non-users @apple
1	As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad
0	is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK
0	@Apple needs to give me a contract deal i get them new customers all the time #teamiphone
0	@_alastair w/ respect the old alternatives were talking to a computer in india or the geek squad. @apple does a pretty great job.
0	Lemme just say iOS5 is mad cool BUT it needs A LOT of bug fixes @Apple
1	Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp
1	@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA
0	@Bestbuy or @Apple to purchase my imac iPad and printer? #StudentDiscounts?
1	@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN
0	@Apple has lunched its new OS: iSO 5
0	Dear @apple yesterday you sucked. Today you're awesome! Thanks LP Apple store crash and burn mich ave store.
1	iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes
0	Dear @apple why did my #Apple ID change to my colleagues&#39; when I charged on her Mac? Now can&#39;t download or update apps. #iPhone
0	@adityasood @apple @Quora I totally agree was talking w/friends about that yesterday. Siri Everywhere!
1	Also @EricGreenspan don't forget @Apple stop closing the app store after each bloody purchase...
0	Siri keeps trying to send me to escort services....is that legal? @Apple
0	Really @Apple and @ATT - Removing the 3G/EDGE switch on iOS 5? You do realize that you work on the 3G network in places often right?
0	I am now the proud owner of @apple tv thanks to big bro @steveeadie and family!!
1	I am very upset about and inconvenienced by this iphone update failed backup. @iphone @apple
1	The line at the @apple is just STUPID
0	Hey @Apple could you hook the voice memos app on the iPhone up with fine scrubbing? Journalists need love too.
1	Bravo @Apple! http://t.co/BgoTzj7K
0	@apple Why don't you have a wireless remote for Keynote presentations w a MacBook Air?  Nobody wants to see the pith man navigate w a iPhone
0	Proof that my dad loves my sis more. RT @AnnaCorinne16 woke up to my dad at my door w my new iphone. he surprised me & went to @apple!
1	making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH
1	Disappointing visual merchandising @apple. Simple but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi
0	Hello again iPhone 4!!! Thank you @apple! Although this should have never broken in the first place! #tsk
0	Lmao RT @RobynheaRtz: He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
0	@rjpittman Why you won't use your @apple account.
0	@apple store NY
0	@vlingo is a POOR substitute for Siri!! Yo @APPLE gimmie Siri!!!!
0	@apple out of respect I really do think  the Apple logo should be revised to the one you have no doubt seen http://t.co/xNKwgxme
0	He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
0	yes i am live tweeting my @apple tech support call. Isn't this fun?
0	@philipgrey @apple it's kinda sad that's the most relevant tweet I've seen today. Or kinda awesome. I'm not sure. #DevProblems
0	If the iPhone 4 case fits the 4S why is @nlevenbrown @apple buying a new one?
0	Oops! Apparently @apple is some handle-squatter. Tweetbarassment.
0	Goodbye @Evernote Welcome #NotesintheCloud thx @Apple
1	@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX
0	@NoVaTyler I lost a lot that I paid for @apple @WordsWFriends etc! #nothappy oh well poop happens
